age_group,initial_grade,bbd_severity_label,technique,deflux_volume_ml,mean_forward_flow_ml_s,reflux_fraction,filling_reflux_fraction,voiding_reflux_fraction,obstruction_index,peak_pelvis_pa,severe_obstruction_any
12_18m,1,none,double_hit_plus_sting,0.1,0.03582298893931278,0.03748568592244128,0.0,0.5176146953773862,0.007292081212181619,707.913631357064,0
12_18m,1,none,double_hit_plus_sting,0.15,0.03530516220085771,0.02102931948313038,0.0,0.3796495586806721,0.008741914724750496,707.6619906895196,0
12_18m,1,none,double_hit_plus_sting,0.2,0.03473159361985863,0.009166777053564338,0.0,0.21533226046387344,0.010780973250953138,708.6099498226179,0
12_18m,1,none,double_hit_plus_sting,0.25,0.03405964230265463,0.0027801765531436365,0.0,0.07950421411352464,0.013693641747744564,711.0038695785252,0
12_18m,1,none,double_hit_plus_sting,0.3,0.03320253371800467,0.0013711745226608655,0.0,0.0421415449835246,0.017956377984276593,715.0413487016613,0
12_18m,1,none,double_hit_plus_sting,0.35,0.032021768426232805,0.0007463925662255672,0.0,0.02450583146997693,0.024432943487903765,720.6431547640149,0
12_18m,1,none,double_hit_plus_sting,0.4,0.029576757681120162,0.00027172765890729714,0.0,0.00980627392540266,0.039887338557049644,731.5084587460141,0
12_18m,1,none,double_hit_plus_sting,0.45,0.02372810246335009,3.031489953237832e-05,0.0,0.0011016809161572998,0.09236335285023745,762.2387254856133,0
12_18m,1,none,double_hit_plus_sting,0.5,0.01655388366163776,0.0,0.0,0.0,0.21606207846441927,797.9723440340229,0
12_18m,1,none,double_hit_plus_sting,0.55,0.016134630968649723,0.0,0.0,0.0,0.2269527481905037,799.9513415820672,0
12_18m,1,none,double_hit_plus_sting,0.6,0.016107347417586085,0.0,0.0,0.0,0.2276812645160194,800.1632958623259,0
12_18m,1,none,double_hit_plus_sting,0.7,0.01603824250753657,0.0,0.0,0.0,0.22953959272913554,800.7001258602277,0
12_18m,1,none,double_hit_plus_sting,0.8,0.015946899148311464,0.0,0.0,0.0,0.23202559429451236,801.4096498412302,0
12_18m,1,none,double_hit_plus_sting,1.0,0.015697720378788593,0.0,0.0,0.0,0.23899500929514989,803.3447158221791,0
12_18m,1,none,double_hit_plus_sting,1.2,0.015394845567145907,0.0,0.0,0.0,0.24780671594346207,805.6964801024963,0
12_18m,1,none,double_hit_plus_sting,1.5,0.014965320218230714,0.0,0.0,0.0,0.26095518565493314,809.0315699955777,0
12_18m,1,none,double_hit_plus_sting,2.0,0.014435163745651253,0.0,0.0,0.0,0.27840519677478925,813.1470728921641,0
12_18m,1,moderate,sting,0.0,0.0156603919383905,0.1625012074043576,0.0,0.6014129882970118,0.0062500000000000186,837.183078816865,0
12_18m,1,moderate,sting,0.05,0.015596565412211688,0.15664462107521027,0.0,0.591625596678084,0.006421787841161282,836.4834429275041,0
12_18m,1,moderate,sting,0.1,0.015477042143077139,0.14185207166317185,0.0,0.565092672091074,0.006655111003539978,834.5799851737684,0
12_18m,1,moderate,sting,0.15,0.008421242379781348,0.015088820683163407,0.0,0.11855701357997364,0.07461597613481208,865.835238798262,0
12_18m,1,moderate,sting,0.2,0.004444311081503638,0.027442218717918007,0.0,0.19619011067260464,0.22259223760405938,894.2621571737316,0
12_18m,1,moderate,sting,0.25,0.004431297444806179,0.027520326213313125,0.0,0.19664175451858953,0.2235425076882458,894.3552265016062,0
12_18m,1,moderate,sting,0.3,0.004412064611698042,0.02763657264419534,0.0,0.19731310650067796,0.22495788347245826,894.4927726915406,0
12_18m,1,moderate,sting,0.35,0.004387106710705934,0.027788883537931568,0.0,0.19819125223472384,0.22681436354114687,894.6712609920623,0
12_18m,1,moderate,sting,0.4,0.004359028865233152,0.027962238918907936,0.0,0.19918868432814735,0.228930111130894,894.872059777485,0
12_18m,1,moderate,sting,0.45,0.004331035587679792,0.028137222883328424,0.0,0.20019328798752883,0.23106872443972576,895.0722515962029,0
